,STATENAME,ST_CASE,MONTHNAME,DAY,DAYNAME,HOUR,HARM_EV,NUMOCCS,NUMOCCSNAME,UNITTYPE,,,,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,ACC_CONFIG,ACC_CONFIGNAME,MODEL,DEATHS,,,,,,,
15,Hawaii,150043,1,3,99,May,1:00pm-1:59pm,Motor Vehicle In-Transport,1,Front-to-Rear,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,99,Reported as Unknown,9,Unknown,99,Unknown Make,999,99999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",99,Unknown body type,9999,Unknown,Motor Vehicle In-Transport,Reported as Unknown,99999,Reported as Unknown,9,Unknown License Status,9,Unknown License Type,99,Unknown License Status,0,No Endorsements required for this vehicle,9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,2,Decelerating in Road,53,Traveling in same direction with higher speed,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,25,"D25-Same Trafficway, Same Direction-Rear End-Slower, Going Straight",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,99999,Unknown,99999,Unknown,999,Unknown
15,Hawaii,150043,2,3,1,May,1:00pm-1:59pm,Motor Vehicle In-Transport,1,Front-to-Rear,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,37,Honda,701,37701,Honda 0- 50 cc,84,Motor Scooter,1989,1989,Motor Vehicle In-Transport,Hawaii,96822,96822,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,115,115 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,6,June,2021,2021,6,June,2021,2021,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,52,Traveling in same direction while decelerating,99,Unknown/Not Reported,9,Precrash stability unknown,1,Stayed in original travel lane,24,"D24-Same Trafficway, Same Direction-Rear End-Slower",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,474,Honda,3776,ELITE,12,Motorcycle - Scooter
15,Hawaii,150043,3,3,3,May,1:00pm-1:59pm,Motor Vehicle In-Transport,1,Front-to-Rear,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),63,KIA,37,63037,KIA Soul,6,Station Wagon (excluding van and truck based),2014,2014,Motor Vehicle In-Transport,Hawaii,96717,96717,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",73,73,270,270 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,499,Kia,2460,Soul,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV)
15,Hawaii,150044,1,1,1,May,4:00am-4:59am,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,82,Freightliner,881,82881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",1996,1996,Parked Motor Vehicle,Hawaii,96797,96797,6,Valid,1,Full Driver License,6,Valid,1,"Endorsement(s) Required, Complied with",3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,280,280 lbs.,1,1,0,None,0,None,0,None,0,None,0,None,0,None,8,August,2019,2019,8,August,2019,2019,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,11,Over the lane line on right side of travel lane,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,11,C11-Single Driver-Forward Impact-Parked Veh.,8.88889E+11,Not Reported,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,450,Freightliner,9807,Med. Conv.,66,Truck-Tractor
15,Hawaii,150045,1,2,1,May,5:00pm-5:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,701,37701,Honda 0- 50 cc,81,Moped,1986,1986,Motor Vehicle In-Transport,Hawaii,96813,96813,2,Revoked,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,160,160 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,20,Stop Sign,3,Device Functioning Properly,1,Going Straight,17,Crossing Over (Passing Through) Junction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,86,L86-Intersecting Paths-Straight Paths-Striking from the Right,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,1,Yes,474,Honda,14794,NQ50,104,Motorcycle - Moped
15,Hawaii,150045,2,2,2,May,5:00pm-5:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,41,Mazda,52,41052,Mazda Mazda5,6,Station Wagon (excluding van and truck based),2012,2012,Motor Vehicle In-Transport,Hawaii,96816,96816,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,180,180 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,8,August,2018,2018,8,August,2018,2018,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,66,"From crossing street, across path",99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,87,L87-Intersecting Paths-Straight Paths-Struck on the Right,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,473,Mazda,2075,Mazda5,15,Wagon
15,Hawaii,150046,1,1,99,May,7:00am-7:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,15,Hawaii,9,Unknown,12,Ford,401,12401,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2013,2013,Pedestrian,Not Reported,99998,Not Reported,9,Unknown License Status,9,Unknown License Type,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,460,Ford,1800,Explorer,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV)
15,Hawaii,150047,1,1,1,May,9:00pm-9:59pm,Fell/Jumped from Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,9,Unknown,76,Yamaha,706,76706,Yamaha 750cc or greater,80,Two Wheel Motorcycle (excluding motor scooters),2003,2003,Fell/Jumped from Vehicle,Hawaii,96720,96720,3,Expired,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,207,207 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",2,"Two-Way, Divided, Unprotected Median",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,11,Turning Left,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,1,Stayed in original travel lane,0,M0-No Impact,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,564,Yamaha,99999,Unknown,6,Motorcycle - Standard
15,Hawaii,150048,1,2,3,June,8:00pm-8:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,49,Toyota,472,49472,Toyota Tacoma,34,Light Pickup,2022,2022,Pedestrian,Hawaii,96793,96793,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",69,69,190,190 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,2,"Two-Way, Divided, Unprotected Median",4,Four lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,16,Braking,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,448,Toyota,2223,Tacoma,60,Pickup
15,Hawaii,150048,2,2,1,June,8:00pm-8:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,32,37032,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",4,"4-door sedan, hardtop",2001,2001,Pedestrian,Hawaii,96793,96793,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,64,64,120,120 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,12,December,2017,2017,12,December,2017,2017,0,No,2,"Two-Way, Divided, Unprotected Median",4,Four lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,16,Braking,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,474,Honda,1861,Accord,13,Sedan/Saloon
15,Hawaii,150049,1,1,1,May,5:00am-5:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,31,37031,"Honda Civic/CRX, del Sol",4,"4-door sedan, hardtop",2005,2005,Pedestrian,Hawaii,96708,96708,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,200,200 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,2,"Two-Way, Divided, Unprotected Median",4,Four lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,98,Other actions (specify:),1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,474,Honda,1863,Civic,13,Sedan/Saloon
15,Hawaii,150050,1,1,1,June,0:00am-0:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),49,Toyota,47,49047,Toyota Matrix,6,Station Wagon (excluding van and truck based),2005,2005,Pedestrian,Hawaii,96825,96825,6,Valid,1,Full Driver License,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,235,235 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,1,1,7,July,2020,2020,7,July,2020,2020,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",3,Three lanes,25,25 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,448,Toyota,2466,Corolla Matrix,5,Hatchback/Liftback/Notchback
15,Hawaii,150051,1,2,1,June,3:00pm-3:59pm,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,7,Dodge,482,7482,Dodge Ram Pickup,34,Light Pickup,2002,2002,Motor Vehicle In-Transport,Hawaii,96783,96783,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",68,68,200,200 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",50,"G50-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Left/Right)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,1,Yes,476,Dodge,1938,Ram,60,Pickup
15,Hawaii,150051,2,2,1,June,3:00pm-3:59pm,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),49,Toyota,472,49472,Toyota Tacoma,34,Light Pickup,2007,2007,Motor Vehicle In-Transport,Hawaii,96771,96771,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",60,60,160,160 lbs.,2,2,0,None,0,None,0,None,0,None,0,None,0,None,10,October,2018,2018,12,December,2019,2019,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,51,"G51-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Going Straight)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,448,Toyota,2223,Tacoma,60,Pickup
15,Hawaii,150052,1,2,1,June,7:00am-7:59am,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,37,Honda,32,37032,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",4,"4-door sedan, hardtop",2006,2006,Motor Vehicle In-Transport,Hawaii,96760,96760,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,63,63,145,145 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,12,Making a U-turn,21,Making a U-Turn,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,474,Honda,1861,Accord,13,Sedan/Saloon
15,Hawaii,150052,2,2,1,June,7:00am-7:59am,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,72,Harley-Davidson,706,72706,Harley-Davidson 750cc or greater,80,Two Wheel Motorcycle (excluding motor scooters),2005,2005,Motor Vehicle In-Transport,Hawaii,96778,96778,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,70,70,240,240 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,98,Other critical precrash event (specify:),99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,3888,Harley Davidson,11196,Road King Custom,81,Motorcycle - Touring / Sport Touring
15,Hawaii,150053,1,1,1,January,5:00pm-5:59pm,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,12,Ford,402,12402,Ford Escape,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2007,2007,Immersion or Partial Immersion,Hawaii,96746,96746,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,185,185 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,98,Other critical precrash event (specify:),99,Unknown/Not Reported,1,Tracking,5,Remained off roadway,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,1,Yes,460,Ford,1798,Escape,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV)
15,Hawaii,150054,1,2,1,January,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,49,Toyota,472,49472,Toyota Tacoma,34,Light Pickup,2017,2017,Motor Vehicle In-Transport,Hawaii,96746,96746,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,12,December,2021,2021,12,December,2021,2021,0,No,1,"Two-Way, Not Divided",3,Three lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,11,Turning Left,63,From opposite direction  over right lane line,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,68,"J68-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,448,Toyota,2223,Tacoma,60,Pickup
15,Hawaii,150054,2,2,1,January,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,76,Yamaha,701,76701,Yamaha 0-50cc,84,Motor Scooter,1992,1992,Motor Vehicle In-Transport,Hawaii,96746,96746,3,Expired,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,200,200 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,1,1,4,April,2018,2018,4,April,2018,2018,0,No,1,"Two-Way, Not Divided",3,Three lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,1,Yes,564,Yamaha,12050,SH50 RIVA Razz,12,Motorcycle - Scooter
